keyword,n_positions,local_quantity
chateau-de-fonbel,1,0
chateau-de-fonsalette,1,0
chateau-de-font-vive,1,0
chateau-de-fontenelles,1,0
chateau-de-fontenille,1,0
chateau-de-france,1,0
chateau-de-fronsac,1,0
chateau-de-g,1,0
chateau-de-gairoird,1,0
chateau-de-gaube,1,1
chateau-de-gaudou,1,0
chateau-de-gironville,1,0
chateau-de-goelane,1,0
chateau-de-gourdon,1,0
chateau-de-gourgazaud,1,0
chateau-de-guilhemanson,1,0
chateau-de-hauterive,1,0
chateau-de-haux,1,0
chateau-de-jau,1,0
chateau-de-julienas,1,0
chateau-de-la-botiniere,1,0
chateau-de-la-bretesche,1,0
chateau-de-la-chaize,1,0
chateau-de-la-charriere,1,0
chateau-de-la-clapiere,1,0
chateau-de-la-commanderie,1,0
chateau-de-la-cormerais,1,0
chateau-de-la-cour,1,0
chateau-de-la-cour-dargent,1,0
chateau-de-la-cree,1,0
chateau-de-la-dauphine,1,0
chateau-de-la-dimerie,1,0
chateau-de-la-durandiere,1,0
chateau-de-la-font-du-loup,1,0
chateau-de-la-galiniere,1,0
chateau-de-la-gardine,1,0
chateau-de-la-grande-gardiole,1,0
chateau-de-la-grange,1,0
chateau-de-la-grave,1,0
chateau-de-la-greffiere,1,0
chateau-de-la-grille,1,0
chateau-de-la-jaubertie,1,0
chateau-de-la-liquiere,1,0
chateau-de-la-malonniere,1,0
chateau-de-la-maltroye,1,1
chateau-de-la-mulonniere,1,1
chateau-de-la-noblesse,1,0
chateau-de-la-peyrade,1,0
chateau-de-la-pierre-levee,1,0
chateau-de-la-poeze,1,0
chateau-de-la-preuille,1,0
chateau-de-la-riviere,1,0
chateau-de-la-roche,1,0
chateau-de-la-roche-en-loire,1,0
chateau-de-la-romanissiere,1,0
chateau-de-la-roque,1,0
chateau-de-la-roulerie,1,0
chateau-de-la-salade,1,0
chateau-de-la-salle,1,0
chateau-de-la-saule,1,0
chateau-de-la-selve,1,0
chateau-de-la-soujeole,1,0
chateau-de-la-terriere,1,0
chateau-de-la-tour,1,0
chateau-de-la-tuilerie,1,0
chateau-de-la-vieille-chapelle,1,0
chateau-de-la-vieille-tour,1,0
chateau-de-labbaye,1,0
chateau-de-laborde-herve-kerlann,1,0
chateau-de-labourgade,1,0
chateau-de-lachassagne,1,0
chateau-de-lacquy,1,0
chateau-de-laiguillette,1,0
chateau-de-lamarque,1,0
chateau-de-lancyre,1,0
chateau-de-landiras,1,0
chateau-de-langlais,1,0
chateau-de-lannonciation,1,0
chateau-de-lardiley,1,0
chateau-de-lascaux,1,0
chateau-de-lastours,1,0
chateau-de-laubrade,1,0
chateau-de-lauga,1,0
chateau-de-laulee,1,0
chateau-de-laumerade,1,0
chateau-de-laussac,1,0
chateau-de-lavagnac,1,0
chateau-de-lavernette,1,0
chateau-de-lavison,1,0
chateau-de-leonard,1,0
chateau-de-lescaneaut,1,0
chateau-de-lescarelle,1,0
chateau-de-leveche,1,0
chateau-de-lhorte,1,0
chateau-de-lhospital,1,0
chateau-de-lhoste-blanc,1,0
chateau-de-lidonne,1,0
chateau-de-lisennes,1,0
chateau-de-lisolette,1,0
chateau-de-lisse,1,0
chateau-de-loiseliniere,1,0
chateau-de-lonay,1,0
chateau-de-lorangerie,1,0
chateau-de-lou,1,0
chateau-de-luc,1,0
chateau-de-lugagnac,1,0
chateau-de-lune,1,0
chateau-de-lussac,1,0
chateau-de-lyde,1,0
chateau-de-macard,1,0
chateau-de-maison-neuve,1,0
chateau-de-majouliere,1,0
chateau-de-malengin,1,0
chateau-de-malle,1,0
chateau-de-malleprat,1,0
chateau-de-malleret,1,0
chateau-de-manissy,1,0
chateau-de-marchesseau,1,0
chateau-de-marjolet,1,0
chateau-de-marmorieres,1,0
chateau-de-marsan,1,0
chateau-de-marsannay,1,0
chateau-de-mauvanne,1,0
chateau-de-melin,1,0
chateau-de-mendis,1,0
chateau-de-mercues,1,0
chateau-de-meuilley,1,0
chateau-de-meursault,1,0
chateau-de-mille,1,0
chateau-de-mole,1,0
chateau-de-monbadon,1,0
chateau-de-monrecueil,1,0
chateau-de-mont,1,0
chateau-de-montahut,1,0
chateau-de-montfaucon,1,0
chateau-de-montfort,1,1
chateau-de-montgueret,1,0
chateau-de-montifaud,1,0
chateau-de-montmal,1,0
chateau-de-montmirail,1,0
chateau-de-montpatey,1,0
chateau-de-monturon,1,0
chateau-de-mus,1,0
chateau-de-musset,1,0
chateau-de-muzot,1,0
chateau-de-myrat,1,0
chateau-de-nages,1,0
chateau-de-nalys,1,0
chateau-de-nervers,1,0
chateau-de-paillet-quancard,1,0
chateau-de-palayson,1,0
chateau-de-pampelonne,1,0
chateau-de-panigon,1,0
chateau-de-panisseau,1,0
chateau-de-paraza,1,0
chateau-de-parenchere,1,0
chateau-de-parnay,1,0
chateau-de-pasquette,1,0
chateau-de-passavant,1,0
chateau-de-passedieu,1,0
chateau-de-pena,1,0
chateau-de-pennautier,1,0
chateau-de-pez,1,0
chateau-de-pibarnon,1,0
chateau-de-pic,1,0
chateau-de-pierreux,1,0
chateau-de-pintray,1,0
chateau-de-piote,1,0
chateau-de-pitray,1,0
chateau-de-pizay,1,0
chateau-de-plassan,1,0
chateau-de-pommard,1,0
chateau-de-portets,1,0
chateau-de-potiron,1,0
chateau-de-pourcieux,1,0
chateau-de-pouzols,1,0
chateau-de-prade,1,0
chateau-de-praz-vully,1,0
chateau-de-pressac,1,0
chateau-de-puisseguin,1,0
chateau-de-puisseguin-curat,1,0
chateau-de-puligny-montrachet,1,0
chateau-de-putille,1,0
chateau-de-raissac,1,0
chateau-de-rayne-vigneau,1,0
chateau-de-reignac,1,0
chateau-de-respide,1,0
chateau-de-rey,1,0
chateau-de-ribebon,1,0
chateau-de-ricaud,1,0
chateau-de-rochemorin,1,0
chateau-de-roquebrune,1,0
chateau-de-roquefort,1,0
chateau-de-roques,1,0
chateau-de-rouffiac,1,0
chateau-de-rouillac,1,0
chateau-de-rousselet,1,0
chateau-de-rousset,1,0
chateau-de-ruth,1,0
chateau-de-sadran,1,0
chateau-de-saillans,1,0
chateau-de-saint-aubin,1,0
chateau-de-saint-cosme,1,0
chateau-de-saint-lager,1,0
chateau-de-saint-louans,1,0
chateau-de-saint-louis,1,0
chateau-de-saint-martin,1,0
chateau-de-saint-pey,1,0
chateau-de-saint-romain,1,0
chateau-de-sainte-gemme,1,0
chateau-de-sales,1,0
chateau-de-salettes,1,0
chateau-de-sancerre,1,0
chateau-de-sannes,1,0
chateau-de-santenay,1,0
chateau-de-sau,1,0
chateau-de-segries,1,0
chateau-de-seguin,1,0
chateau-de-segure,1,0
chateau-de-serame,1,0
chateau-de-sours,1,1
chateau-de-targe,1,0
chateau-de-terrefort-quancard,1,0
chateau-de-teste,1,0
chateau-de-thauvenay,1,0
chateau-de-tigne,1,0
chateau-de-tillac,1,0
chateau-de-tiregand,1,0
chateau-de-tracy,1,0
chateau-de-valcombe,1,0
chateau-de-valeyres,1,0
chateau-de-valois,1,0
chateau-de-varrains,1,0
chateau-de-vaudieu,1,0
chateau-de-vergisson,1,0
chateau-de-viaud,1,0
chateau-de-viaud-lalande,1,0
chateau-de-villambis,1,0
chateau-de-villegeorge,1,0
chateau-de-villemajou,1,0
chateau-de-villeneuve,1,0
chateau-de-vufflens,1,0
chateau-deck,1,0
chateau-del-ish,1,0
chateau-del-ranq,1,0
chateau-del-valle,1,0
chateau-demazel,1,0
chateau-demonpere,1,0
chateau-depire,1,0
chateau-dereszla,1,0
chateau-des-annereaux,1,1
chateau-des-annibals,1,0
chateau-des-applanats,1,0
chateau-des-arnauds,1,0
chateau-des-arras,1,0
chateau-des-bachelards-comtesse-de-vazeilles,1,0
chateau-des-baraillots,1,0
chateau-des-baumelles,1,0
chateau-des-bertrands,1,0
chateau-des-biscarrats,1,0
chateau-des-bormettes,1,0
chateau-des-bretaudieres,1,0
chateau-des-bruges,1,0
chateau-des-capitans,1,0
chateau-des-carabins,1,0
chateau-des-cerfs,1,0
chateau-des-chaberts,1,0
chateau-des-charmes,1,0
chateau-des-cinq-hardits,1,0
chateau-des-deduits,1,0
chateau-des-eyrins,1,0
chateau-des-eyssards,1,0
chateau-des-ferrages,1,0
chateau-des-fines-roches,1,0
chateau-des-gravieres,1,0
chateau-des-graviers,1,0
chateau-des-hospices,1,0
chateau-des-jacobins,1,0
chateau-des-karantes,1,0
chateau-des-lannes,1,0
chateau-des-laurets,1,0
chateau-des-leotins,1,0
chateau-des-maures,1,0
chateau-des-merles,1,0
chateau-des-mille-anges,1,0
chateau-des-moines,1,0
chateau-des-moulins,1,0
chateau-des-moulins-a-vent,1,0
chateau-des-muraires,1,0
chateau-des-poupets,1,0
chateau-des-quarts,1,0
chateau-des-ramieres,1,0
chateau-des-rocs,1,0
chateau-des-rontets,1,0
chateau-des-roques,1,0
chateau-des-sarrins,1,0
chateau-des-selves,1,0
chateau-des-tourelles,1,0
chateau-des-tourelles-mas-des-tourelles,1,0
chateau-des-trois-chardons,1,0
chateau-des-trois-moulins,1,0
chateau-des-vierres,1,0
chateau-desclans,1,0
chateau-desclau,1,0
chateau-descurac,1,0
chateau-desmirail,1,0
chateau-destieux,1,0
chateau-destoublon,1,0
chateau-deternes,1,0
chateau-detroyes,1,0
chateau-devise-dardilley,1,0
chateau-deyran,1,0
chateau-deyrem-valentin,1,0
chateau-dhanteillan,1,0
chateau-dhaurets,1,0
chateau-dhauteville,1,0
chateau-dhourcat,1,0
chateau-dillon,1,0
chateau-dissan,1,0
chateau-doisy-daene,1,0
chateau-doisy-vedrines,1,0
chateau-domeyne,1,0
chateau-domi-cours,1,0
chateau-dompierre,1,0
chateau-dona-baissas,1,0
chateau-donissan,1,0
chateau-doupia,1,0
chateau-doyac,1,0
chateau-du-ballandreau,1,0
chateau-du-bellay,1,0
chateau-du-bergey,1,0
chateau-du-bluizard,1,0
chateau-du-bois-chantant,1,0
chateau-du-bois-de-tau,1,0
chateau-du-bois-dumas,1,0
chateau-du-bousquet,1,0
chateau-du-breuil,1,0
chateau-du-caillau,1,0
chateau-du-carrubier,1,0
chateau-du-cartillon,1,0
chateau-du-cauze,1,0
chateau-du-cayrou,1,0
chateau-du-cedre,1,0
chateau-du-chatelard,1,0
chateau-du-cleray,1,0
chateau-du-clos,1,1
chateau-du-cornet,1,0
chateau-du-coudray-montpensier,1,0
chateau-du-coureau,1,0
chateau-du-courlat,1,0
chateau-du-cray,1,0
chateau-du-crest,1,0
chateau-du-desert,1,0
chateau-du-domaine-de-leglise,1,0
chateau-du-donjon,1,0
chateau-du-galoupet,1,1
chateau-du-gazin,1,0
chateau-du-glana,1,0
chateau-du-grand-bern,1,0
chateau-du-grand-caumont,1,0
chateau-du-grand-soussans,1,0
chateau-du-grava,1,0
chateau-du-haut-caillou,1,0
chateau-du-hureau,1,0
chateau-du-jaunay,1,0
chateau-du-lort,1,0
chateau-du-luc,1,0
chateau-du-moulin,1,0
chateau-du-moulin-a-vent,1,0
chateau-du-moulin-noir,1,0
chateau-du-moulin-rose,1,0
chateau-du-moulin-rouge,1,0
chateau-du-moulin-vieux,1,0
chateau-du-mouret,1,0
chateau-du-perier,1,0
chateau-du-petit-thouars,1,0
chateau-du-pouey,1,0
chateau-du-puget,1,0
chateau-du-raux,1,0
chateau-du-retout,1,0
chateau-du-rouet,1,0
chateau-du-ruau,1,0
chateau-du-seuil,1,0
chateau-du-tailhas,1,0
chateau-du-taillan,1,0
chateau-du-trignon,1,0
chateau-du-val-de-mercy,1,0
chateau-du-val-dor,1,0
chateau-du-vieux-montpezat,1,0
chateau-du-vieux-parc,1,0
chateau-du-vigneau,1,0
chateau-dubraud,1,0
chateau-ducla,1,0
chateau-ducluzeau,1,0
chateau-ducru-beaucaillou,1,0
chateau-dudon,1,0
chateau-dufilhot,1,0
chateau-duhart-milon,1,0
chateau-dumezil,1,0
chateau-duplessis,1,0
chateau-duplessis-fabre,1,0
chateau-duplessy,1,0
chateau-durand-laplagne,1,0
chateau-durand-moreau,1,0
chateau-durfort-vivens,1,0
chateau-dutruch-grand-poujeaux,1,0
chateau-dyquem,1,0
chateau-edmond-de-la-fontaine,1,0
chateau-elan,1,0
chateau-elisee,1,0
chateau-erken,1,0
chateau-espiot,1,0
chateau-etang-des-colombes,1,0
chateau-eugenie,1,0
chateau-faget,1,0
chateau-faizeau,1,0
chateau-falfas,1,0
chateau-famaey,1,0
chateau-fargueirol,1,0
chateau-faugeres,1,0
chateau-faure-beausejour,1,0
chateau-faurie-de-souchard,1,0
chateau-fauroux,1,0
chateau-favray,1,0
chateau-fayan,1,0
chateau-fayat,1,0
chateau-fayau,1,0
chateau-feret-lambert,1,0
chateau-ferrand,1,0
chateau-ferrand-lartigue,1,0
chateau-ferrande,1,0
chateau-ferriere,1,0
chateau-feytit-clinet,1,0
chateau-figeac,1,0
chateau-filhot,1,0
chateau-finet,1,0
chateau-fleur-cardinale,1,0
chateau-fleur-de-jean-gue,1,0
chateau-fleur-de-plaisance,1,0
chateau-fleur-de-roques,1,0
chateau-fleur-haut-gaussens,1,0
chateau-floreal-laguens,1,0
chateau-flotis,1,0
chateau-fombrauge,1,0
chateau-fonbadet,1,0
chateau-foncrose,1,0
chateau-fonfroide,1,0
chateau-fongaban,1,0
chateau-fonguillon,1,0
chateau-fonneuve,1,0
chateau-fonpiqueyre,1,0
chateau-fonplegade,1,0
chateau-fonrazade,1,0
chateau-fonreaud,1,0
chateau-fonroque,1,0
chateau-fonseche,1,0
chateau-font-brun,1,0
chateau-fontaine-douce,1,0
chateau-fontaine-saint-cric,1,0
chateau-fontana,1,0
chateau-fontareche,1,0
chateau-fontarney,1,0
chateau-fontbaude,1,0
chateau-fontblanche,1,0
chateau-fontenil,1,0
chateau-fontesteau,1,0
chateau-fonties,1,0
chateau-fontjoncouse,1,0
chateau-fontvert,1,0
chateau-fontvieille,1,0
chateau-fortia,1,0
chateau-fougas,1,0
chateau-fougeailles,1,0
chateau-fourcas-borie,1,0
chateau-fourcas-dumont,1,0
chateau-fourcas-dupre,1,0
chateau-fourcas-hosten,1,0
chateau-fourcas-loubaney,1,0
chateau-frachet,1,0
chateau-franc-baudron,1,0
chateau-franc-cardinal,1,0
chateau-franc-coutelin,1,0
chateau-franc-grace-dieu,1,0
chateau-franc-jaugue-blanc,1,0
chateau-franc-le-maine,1,0
chateau-franc-maillet,1,0
chateau-franc-mayne,1,0
chateau-franc-pipeau,1,0
chateau-frances-millegrand,1,0
chateau-frank,1,0
chateau-franquet-grand-poujeax,1,0
chateau-franquinotte,1,0
chateau-freybernat,1,0
chateau-frontenac,1,5
chateau-fuisse,1,0
chateau-gabelot,1,0
chateau-gabier,1,0
chateau-gaby,1,0
chateau-gachon,1,0
chateau-gaillardet,1,0
chateau-galau,1,0
chateau-galeteau,1,0
chateau-gali,1,0
chateau-galot-la-chapelle,1,0
chateau-gandoy-perrinat,1,0
chateau-garderose,1,0
chateau-gardour,1,0
chateau-garraud,1,0
chateau-gasqui,1,0
chateau-gassier,1,0
chateau-gassies-du-vieux-bourg,1,0
chateau-gassiot,1,0
chateau-gaudin,1,0
chateau-gaudrelle,1,0
chateau-gautoul,1,0
chateau-gazin,1,0
chateau-gazin-michotte,1,0
chateau-gazin-rocquencourt,1,0
chateau-geneau,1,0
chateau-german,1,0
chateau-german-marbuzet,1,0
chateau-gigault,1,0
chateau-gigery,1,0
chateau-gigognan,1,0
chateau-gilette,1,0
chateau-giscon,1,0
chateau-giscours,1,0
chateau-gloria,1,0
chateau-glorit,1,0
chateau-golan,1,0
chateau-gombaude-guillot,1,0
chateau-gontet,1,0
chateau-gontier,1,5
chateau-gory,1,0
chateau-goudray,1,0
chateau-gourran,1,0
chateau-gramado,1,0
chateau-grand-baril,1,0
chateau-grand-barrail-de-bernon,1,0
chateau-grand-barrail-lamarzelle-figeac,1,0
chateau-grand-billard,1,0
chateau-grand-bireau,1,0
chateau-grand-boise,1,0
chateau-grand-boissac,1,0
chateau-grand-bossuet,1,0
chateau-grand-bourdieu,1,0
chateau-grand-bourdieu-de-saint-loubes,1,0
chateau-grand-brun,1,0
chateau-grand-champs,1,0
chateau-grand-chemin,1,0
chateau-grand-clapeau-olivier,1,0
chateau-grand-clauset,1,0
chateau-grand-corbin,1,0
chateau-grand-corbin-despagne,1,0
chateau-grand-corbin-manuel,1,0
chateau-grand-duroc-milon,1,0
chateau-grand-escalion,1,0
chateau-grand-faurie-la-rose,1,0
chateau-grand-jean,1,0
chateau-grand-jour,1,0
chateau-grand-launay,1,0
chateau-grand-martinet,1,0
chateau-grand-mayne,1,0
chateau-grand-medoc,1,0
chateau-grand-meynau,1,0
chateau-grand-moulin,1,0
chateau-grand-moulinet,1,0
chateau-grand-nauve,1,0
chateau-grand-ormeau,1,0
chateau-grand-pascaud,1,0
chateau-grand-pey-lescours,1,0
chateau-grand-peyrou,1,0
chateau-grand-plantey,1,0
chateau-grand-pontet,1,0
chateau-grand-puy-ducasse,1,0
chateau-grand-puy-lacoste,1,0
chateau-grand-renom,1,0
chateau-grand-renouil,1,0
chateau-grand-rigaud,1,0
chateau-grand-rivallon,1,0
chateau-grand-tayac,1,0
chateau-grand-tertre,1,0
chateau-grand-traverse,1,0
chateau-grand-village,1,0
chateau-grandchemin-monplaisir,1,0
chateau-grandis,1,0
chateau-grands-quintins,1,0
chateau-grange-neuve,1,0
chateau-granins-grand-poujeaux,1,0
chateau-granins-lagravette,1,0
chateau-graulet,1,0
chateau-gravas,1,0
chateau-grave-la-cour,1,0
chateau-gravereau,1,0
chateau-graves-de-pez,1,0
chateau-graves-de-rabion,1,0
chateau-gravet-renaissance,1,0
chateau-gravettes-samonac,1,0
chateau-graville-lacoste,1,0
chateau-greysac,1,0
chateau-grillet,1,0
chateau-grimont,1,0
chateau-griviere,1,0
chateau-gromel-bel-air,1,0
chateau-gruaud-larose,1,0
chateau-guadet,1,0
chateau-guadet-plaisance,1,0
chateau-guery,1,0
chateau-gueyrot,1,0
chateau-guges,1,0
chateau-guibeau,1,0
chateau-guibon,1,0
chateau-guibot,1,0
chateau-guichot,1,0
chateau-guilhem,1,0
chateau-guilhem-tournier,1,0
chateau-guillebot-plaisance,1,0
chateau-guillemin-la-gaffeliere,1,0
chateau-guillotin,1,0
chateau-guillou,1,0
chateau-guipiere,1,0
chateau-guiraud,1,0
chateau-guitignan,1,0
chateau-hannetot,1,0
chateau-hauchat,1,0
chateau-haura,1,0
chateau-haut-bacalan,1,0
chateau-haut-badon,1,0
chateau-haut-bages-averous,1,0
chateau-haut-bages-liberal,1,0
chateau-haut-bages-monpelou,1,0
chateau-haut-bailly,1,0
chateau-haut-ballet,1,0
chateau-haut-baradieu,1,0
chateau-haut-barry,1,0
chateau-haut-bastor,1,0
chateau-haut-batailley,1,0
chateau-haut-beausejour,1,0
chateau-haut-bellevue,1,0
chateau-haut-bergeron,1,0
chateau-haut-bergey,1,0
chateau-haut-bernat,1,0
chateau-haut-bernon,1,0
chateau-haut-bessac,1,0
chateau-haut-beychevelle-gloria,1,0
chateau-haut-beynat,1,0
chateau-haut-beyzac,1,0
chateau-haut-blaignan,1,0
chateau-haut-bon-fils,1,0
chateau-haut-branda,1,0
chateau-haut-bray,1,0
chateau-haut-breton-larigaudiere,1,0
chateau-haut-brion,1,0
chateau-haut-brisson,1,0
chateau-haut-cabut,1,0
chateau-haut-cadet,1,0
chateau-haut-caillou,1,0
chateau-haut-canteloup,1,0
chateau-haut-carles,1,0
chateau-haut-carmaillet,1,0
chateau-haut-castenet,1,0
chateau-haut-chaigneau,1,0
chateau-haut-chatain,1,0
chateau-haut-cloquet,1,0
chateau-haut-condissas,1,0
chateau-haut-corbian,1,0
chateau-haut-corbin,1,0
chateau-haut-coteau,1,0
chateau-haut-de-domy,1,0
chateau-haut-de-la-becade,1,0
chateau-haut-domingue,1,0
chateau-haut-favereau,1,0
chateau-haut-florin,1,0
chateau-haut-fontenelle,1,0
chateau-haut-franquet,1,0
chateau-haut-gardere,1,0
chateau-haut-giron,1,0
chateau-haut-gleon,1,0
chateau-haut-goujon,1,0
chateau-haut-grand-champ,1,0
chateau-haut-gravat,1,0
chateau-haut-gravet,1,0
chateau-haut-grignon,1,0
chateau-haut-guillebot,1,0
chateau-haut-guiraud,1,0
chateau-haut-la-garde,1,0
chateau-haut-la-pierriere,1,0
chateau-haut-la-valette,1,0
chateau-haut-laborde,1,0
chateau-haut-lagrange,1,0
chateau-haut-lalande,1,0
chateau-haut-lalande-grand-vin,1,0
chateau-haut-lamouroux,1,0
chateau-haut-laplagne,1,0
chateau-haut-laulion,1,0
chateau-haut-lavigne,1,0
chateau-haut-lavignere,1,0
chateau-haut-leveque,1,0
chateau-haut-lignac,1,0
chateau-haut-logat,1,0
chateau-haut-maco,1,0
chateau-haut-madrac,1,0
chateau-haut-maginet,1,0
chateau-haut-maillet,1,0
chateau-haut-marbuzet,1,0
chateau-haut-maurac,1,0
chateau-haut-mazieres,1,0
chateau-haut-milon,1,0
chateau-haut-monplaisir,1,0
chateau-haut-mouleyre,1,0
chateau-haut-musset,1,0
chateau-haut-nouchet,1,0
chateau-haut-peychez,1,0
chateau-haut-peyroutas,1,0
chateau-haut-peyruguet,1,0
chateau-haut-piquat,1,0
chateau-haut-plaisance,1,0
chateau-haut-plantade,1,0
chateau-haut-plantey-declercq,1,0
chateau-haut-pougnan,1,0
chateau-haut-prieur,1,0
chateau-haut-rian,1,0
chateau-haut-saint-clair,1,0
chateau-haut-saint-pey,1,0
chateau-haut-saric,1,0
chateau-haut-sarpe,1,0
chateau-haut-segottes,1,0
chateau-haut-selve,1,0
chateau-haut-sociondo,1,0
chateau-haut-sorillon,1,0
chateau-haut-surget,1,0
chateau-haut-tayac,1,0
chateau-haut-tour-de-coutelin,1,0
chateau-haut-veyrac,1,0
chateau-haut-vigneau,1,0
chateau-haute-brande,1,0
chateau-haute-combe,1,0
chateau-haute-nauve,1,0
chateau-hautes-graves,1,0
chateau-hautes-terres,1,0
chateau-hautes-versannes,1,0
chateau-hauteville,1,0
chateau-hennebelle,1,0
chateau-henry-de-france,1,0
chateau-henye,1,0
chateau-heritage,1,0
chateau-hermitage-mazeyres,1,0
chateau-hermitage-saint-martin,1,0
chateau-hortevie,1,0
chateau-hosanna,1,0
chateau-hostens-picant,1,0
chateau-houissant,1,0
chateau-hourtin-ducasse,1,0
chateau-hourtou,1,0
chateau-husson,1,0
chateau-hyot,1,0
chateau-hyot-beausejour,1,0
chateau-imperial-tokaj,1,0
chateau-jacques-blanc,1,0
chateau-jacques-noir,1,0
chateau-jalousie,1,0
chateau-jander,1,0
chateau-jandille,1,0
chateau-jansenant,1,0
chateau-jany,1,0
chateau-jaron,1,0
chateau-jas-de-bressy,1,0
chateau-jaulien,1,0
chateau-jean-de-gue,1,0
chateau-jean-faure,1,0
chateau-jean-faux,1,0
chateau-jean-gue,1,0
chateau-jean-voisin,1,0
chateau-jeandeman,1,0
chateau-jeanguillon,1,0
chateau-jeremie,1,0
chateau-jiahu,1,0
chateau-joanin-becot,1,0
chateau-joly,1,0
chateau-jonc-blanc,1,0
chateau-jouanin,1,0
chateau-jouclary,1,0
chateau-juguet,1,0
chateau-julia,1,0
chateau-julien,1,0
chateau-junayme,1,0
chateau-juvenal,1,0
chateau-ka,1,0
chateau-kaniaris,1,0
chateau-katsunuma,1,0
chateau-kefraya,1,0
chateau-kenso,1,0
chateau-kirwan,1,0
chateau-ksara,1,0
chateau-la-bastide,1,0
chateau-la-bastide-rougepeyre,1,0
chateau-la-bastienne,1,0
chateau-la-becade,1,0
chateau-la-becasse,1,0
chateau-la-bernede-grand-poujeaux,1,0
chateau-la-bertine,1,0
chateau-la-bertrande,1,0
chateau-la-bessane,1,0
chateau-la-bonnelle,1,0
chateau-la-borie,1,0
chateau-la-bourree,1,0
chateau-la-boutignane,1,0
chateau-la-brande,1,0
chateau-la-branne,1,0
chateau-la-bretonniere,1,0
chateau-la-bridane,1,0
chateau-la-cabanne,1,0
chateau-la-caille,1,0
chateau-la-calisse,1,0
chateau-la-caminade,1,0
chateau-la-canorgue,1,0
chateau-la-cardonne,1,0
chateau-la-chandelliere,1,0
chateau-la-chapelle-aux-moines,1,0
chateau-la-chapelle-des-tours,1,0
chateau-la-chapelle-despagnet,1,0
chateau-la-chapelle-monrepos,1,0
chateau-la-chapelle-st-jean,1,0
chateau-la-chevillardiere,1,0
chateau-la-clare,1,0
chateau-la-claymore,1,0
chateau-la-clemence,1,0
chateau-la-clide,1,0
chateau-la-clotte,1,0
chateau-la-clusiere,1,0
chateau-la-commanderie-de-mazeyres,1,0
chateau-la-confession,1,0
chateau-la-conseillante,1,0
chateau-la-corne,1,0
chateau-la-coste,1,0
chateau-la-cottiere,1,0
chateau-la-couspaude,1,0
chateau-la-coustarelle,1,0
chateau-la-croix,1,0
chateau-la-croix-bigorre,1,0
chateau-la-croix-canon,1,0
chateau-la-croix-cantenac,1,0
chateau-la-croix-chantecaille,1,0
chateau-la-croix-davids,1,0
chateau-la-croix-de-berny,1,0
chateau-la-croix-de-chereau,1,0
chateau-la-croix-de-gay,1,0
chateau-la-croix-de-marbuzet,1,0
chateau-la-croix-de-mouchet,1,0
chateau-la-croix-de-paty,1,0
chateau-la-croix-de-pez,1,0
chateau-la-croix-de-puybarbe,1,0
chateau-la-croix-de-tourteau,1,0
chateau-la-croix-des-blais,1,0
chateau-la-croix-des-pins,1,0
chateau-la-croix-du-casse,1,0
chateau-la-croix-du-duc,1,0
chateau-la-croix-du-merle,1,0
chateau-la-croix-fourney,1,0
chateau-la-croix-guillotin,1,0
chateau-la-croix-lartigue,1,0
chateau-la-croix-montlabert,1,0
chateau-la-croix-peyreyre,1,0
chateau-la-croix-romane,1,0
chateau-la-croix-saint-pierre,1,0
chateau-la-croix-sainte-anne,1,0
chateau-la-croix-st-andre,1,0
chateau-la-croix-st-georges,1,0
chateau-la-croix-taillefer,1,0
chateau-la-croix-toulifaut,1,0
chateau-la-devise,1,0
chateau-la-diligente,1,0
chateau-la-dominique,1,1
chateau-la-dorgonne,1,0
chateau-la-douce,1,0
chateau-la-fagnouse,1,0
chateau-la-faurie-maison-neuve,1,0
chateau-la-faviere,1,0
chateau-la-fleur-bellevue,1,0
chateau-la-fleur-canon,1,0
chateau-la-fleur-chevrol,1,0
chateau-la-fleur-cravignac,1,0
chateau-la-fleur-de-bouard,1,0
chateau-la-fleur-de-gay,1,0
chateau-la-fleur-des-amandiers,1,0
chateau-la-fleur-des-rouzes,1,0
chateau-la-fleur-du-casse,1,0
chateau-la-fleur-fompeyre,1,0
chateau-la-fleur-haut-carras,1,0
chateau-la-fleur-milon,1,0
chateau-la-fleur-morange,1,0
chateau-la-fleur-peilhan,1,0
chateau-la-fleur-petrus,1,0
chateau-la-fleur-picon,1,0
