id,keyword,keyword_variants,optional,category,country,maker,extra,sources,aka
Kingstone Press Cider,kingstone-press,kingstone-press|kingstone-press-cider,cider|united-kingdom,cider,United Kingdom,,,alkohole_wikidata|cider_brands,
Kopparbergs,kopparbergs,kopparbergs,cider|sweden|kopparberg|soft,cider,Sweden,,Kopparberg|soft cider,cider_brands,
Magners Irish Cider,magners-irish,magners-irish|magners-irish-cider|bulmers-irish-cider,cider|ireland|hard,cider,Ireland,,hard cider,alkohole_wikidata|cider_brands,
Mercury Cider,mercury,mercury,cider|australia|hobart|tasmania|hard,cider,Australia,,"Hobart, Tasmania|hard cider",cider_brands,
Merrydown,merrydown,merrydown,cider|united-kingdom|east|sussex,cider,United Kingdom,,East Sussex,alkohole_wikidata|cider_brands,
Orchard Crush,orchard-crush,orchard-crush,cider|australia|camperdown|new|south|wales,cider,Australia,,"Camperdown, New South Wales",cider_brands,
Orchard Pig,orchard-pig,orchard-pig,cider|united-kingdom|somerset,cider,United Kingdom,,Somerset,cider_brands,
Miłosławski,miloslawski,miloslawski,cider|poland|miloslaw,cider,Poland,,Miłosław,cider_brands,
Monteiths Crushed Apple Cider,monteiths-crushed-apple,monteiths-crushed-apple,cider|new-zealand,cider,New Zealand,,,cider_brands,
Old Rosie,old-rosie,old-rosie,cider|united-kingdom|weston-s-cider|much|marcle|herefordshire|hard,cider,United Kingdom,Weston's Cider,"Much Marcle, Herefordshire|hard cider",alkohole_wikidata|cider_brands,
Pomagne,pomagne,pomagne,cider|united-kingdom|hereford,cider,United Kingdom,,Hereford,alkohole_wikidata|cider_brands,
Rabbits Foot Meadery,rabbits-foot-meadery,rabbits-foot-meadery,cider|usa|sunnyvale|california,cider,USA,,"Sunnyvale, California",cider_brands,
Rekorderlig Cider,rekorderlig,rekorderlig,cider|sweden|vimmerby|soft,cider,Sweden,,Vimmerby|soft cider,cider_brands,
Samuel Smith Old Brewery,samuel-smith-old-brewery,samuel-smith-old-brewery,cider|united-kingdom|tadcaster|north|yorkshire,cider,United Kingdom,,"Tadcaster, North Yorkshire",cider_brands,
Savanna Cider,savanna,savanna,cider|south-africa|springs|gauteng|dry,cider,South Africa,,"Springs, Gauteng|dry cider",cider_brands,
Schneewittchen Cidre,schneewittchen,schneewittchen,cider|germany|martinsmoos|black|forest,cider,Germany,,"Martinsmoos, Black Forest",cider_brands,
Scrumpy Jack by Bulmer,scrumpy-jack,scrumpy-jack,cider|united-kingdom|hard,cider,United Kingdom,,hard cider,cider_brands,
Somersby cider,somersby,somersby|somersby-cider,cider|denmark|copenhagen|soft,cider,Denmark,,Copenhagen|soft cider,alkohole_wikidata|cider_brands,
Stella Artois cider brand,stella-artois,stella-artois,cider|belgium,cider,Belgium,,,cider_brands,
Stonewell Cider,stonewell,stonewell|stonewell-cider|nohoval-drinks-company-ltd|nohoval-drinks-company|nohoval-drinks|nohoval,cider|ireland|nohoval|county|cork,cider,Ireland,,"Nohoval, County Cork",alkohole_wikidata|cider_brands,
Stowford Press,stowford-press,stowford-press,cider|united-kingdom|much|marcle|herefordshire,cider,United Kingdom,,"Much Marcle, Herefordshire",cider_brands,
Strongbow Cider,strongbow,strongbow,cider|united-kingdom|hereford|hard,cider,United Kingdom,,Hereford|hard cider,cider_brands,
Superstition Meadery,superstition-meadery,superstition-meadery,cider|usa|prescott|arizona,cider,USA,,"Prescott, Arizona",cider_brands,
Taunton Cider Company,taunton,taunton,cider|uk|churchstanton|somerset,cider,UK,,"Churchstanton, Somerset",cider_brands,
Thatchers Cider,thatchers,thatchers|thatchers-cider|thatcher-cider,cider|united-kingdom|somerset|hard,cider,United Kingdom,,Somerset|hard cider,alkohole_wikidata|cider_brands,
Three Hammers,three-hammers,three-hammers,cider|united-kingdom|tiverton|devon,cider,United Kingdom,,"Tiverton, Devon",cider_brands,
Three Oaks Cider,three-oaks,three-oaks,cider|australia,cider,Australia,,,cider_brands,
White Crow Cider Co,white-crow,white-crow,cider|usa|wichita|kansas|hard,cider,USA,,"Wichita, Kansas|Hard Cider",cider_brands,
White Star,white-star,white-star,cider|united-kingdom|somerset,cider,United Kingdom,,Somerset,cider_brands,
Willie Smith's,willie-smiths,willie-smiths,cider|australia|tasmania,cider,Australia,,Tasmania,cider_brands,
Woodchuck Hard Cider,woodchuck,woodchuck|woodchuck-hard-cider,cider|usa|middlebury|vermont|hard,cider,USA,,"Middlebury, Vermont|hard cider",alkohole_wikidata|cider_brands,
Woodpecker Cider,woodpecker,woodpecker|woodpecker-cider,cider|united-kingdom|herefordshire|hard,cider,United Kingdom,,Herefordshire|hard cider,alkohole_wikidata|cider_brands,
Young Henrys Cloudy Cider,young-henrys-cloudy,young-henrys-cloudy,cider|australia|newtown|new|south|wales,cider,Australia,,"Newtown, New South Wales",cider_brands,
Alberta Premium,alberta-premium,alberta-premium,whisky|canada,whisky,Canada,,,alkohole_wikidata|twe_brands,
Alberta Springs,alberta-springs,alberta-springs,whisky,whisky,,,,twe_brands,
Canadian Club,canadian-club,canadian-club|cc,whisky|canada|suntory-global-spirits,whisky,Canada,Suntory Global Spirits,,alkohole_wikidata|twe_brands,
CEO,ceo,ceo,whisky,whisky,,,,twe_brands,
Crown Royal,crown-royal,crown-royal,whisky|liqueur|canada|diageo,whisky|liqueur,Canada,Diageo,,alkohole_wikidata|twe_brands,
Forty Creek,forty-creek,forty-creek,whisky,whisky,,,,alkohole_wikidata|twe_brands,
JP Wiser's,jp-wisers,jp-wisers,whisky,whisky,,,,twe_brands,
Lot 40,lot-40,lot-40,whisky,whisky,,,,twe_brands,
Macaloney’s,macaloneys,macaloneys,whisky,whisky,,,,twe_brands,
Pendleton,pendleton,pendleton,whisky,whisky,,,,twe_brands,
Red Bank,red-bank,red-bank,whisky,whisky,,,,twe_brands,
Royal Canadian,royal-canadian,royal-canadian,whisky,whisky,,,,twe_brands,
Signal Hill,signal-hill,signal-hill,whisky,whisky,,,,twe_brands,
Two Brewers,two-brewers,two-brewers,whisky,whisky,,,,twe_brands,
Aelred,aelred,aelred,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Aker,aker,aker,vermouth,vermouth,,,,twe_brands,
Angostura,angostura,angostura,vermouth|bitters|rum,vermouth|bitters|rum,,,,twe_brands,
Antica,antica,antica,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Antica Formula,antica-formula,antica-formula,vermouth,vermouth,,,,twe_brands,
Aperol,aperol,aperol,vermouth|italy|campari-group,vermouth,Italy,Campari Group,,alkohole_wikidata|twe_brands,
Asterley Bros,asterley-bros,asterley-bros,vermouth,vermouth,,,,twe_brands,
Astigiana,astigiana,astigiana,vermouth,vermouth,,,,twe_brands,
Azaline,azaline,azaline,vermouth,vermouth,,,,twe_brands,
Baldoria,baldoria,baldoria,vermouth,vermouth,,,,twe_brands,
Barbadillo,barbadillo,barbadillo,vermouth,vermouth,,,,twe_brands,
Beesou,beesou,beesou,vermouth,vermouth,,,,twe_brands,
Bepi Tosolini,bepi-tosolini,bepi-tosolini,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
Bisleri,bisleri,bisleri,vermouth,vermouth,,,,twe_brands,
Bonanto,bonanto,bonanto,vermouth,vermouth,,,,twe_brands,
Bonavida,bonavida,bonavida,vermouth,vermouth,,,,twe_brands,
Bordeaux,bordeaux,bordeaux,vermouth,vermouth,,,,twe_brands,
Branca,branca,branca,vermouth,vermouth,,,,twe_brands,
Breckenridge,breckenridge,breckenridge,vermouth,vermouth,,,,twe_brands,
Byrrh,byrrh,byrrh,vermouth,vermouth,,,,alkohole_wikidata|twe_brands,
Calissano,calissano,calissano,vermouth,vermouth,,,,twe_brands,
Carpano,carpano,carpano,vermouth,vermouth,,,,twe_brands,
Chazalettes,chazalettes,chazalettes,vermouth,vermouth,,,,twe_brands,
Christian Drouin,christian-drouin,christian-drouin,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Cinzano,cinzano,cinzano|vermu,vermouth|liqueur,vermouth|liqueur,,,,alkohole_wikidata|twe_brands,
CioCiaro,ciociaro,ciociaro,vermouth,vermouth,,,,twe_brands,
Clacquesin,clacquesin,clacquesin,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Cocchi,cocchi,cocchi,vermouth,vermouth,,,,twe_brands,
Colazingari,colazingari,colazingari,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Contratto,contratto,contratto,vermouth,vermouth,,,,twe_brands,
Cucielo,cucielo,cucielo,vermouth,vermouth,,,,twe_brands,
Del Professore,del-professore,del-professore,vermouth,vermouth,,,,twe_brands,
DI Wine,di-wine,di-wine,vermouth,vermouth,,,,twe_brands,
Discarded,discarded,discarded,vermouth|vodka|rum,vermouth|vodka|rum,,,,twe_brands,
Distillerie de Grandmont,distillerie-de-grandmont,distillerie-de-grandmont,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Dolin,dolin,dolin,vermouth,vermouth,,,,twe_brands,
Domaine de la Flaguerie,domaine-de-la-flaguerie,domaine-de-la-flaguerie,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Doppelganger,doppelganger,doppelganger,vermouth,vermouth,,,,twe_brands,
Doragrossa,doragrossa,doragrossa,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Dubonnet,dubonnet,dubonnet,vermouth|france,vermouth,France,,,alkohole_wikidata|twe_brands,
El Bandara,el-bandara,el-bandara,vermouth,vermouth,,,,twe_brands,
El Bandarra,el-bandarra,el-bandarra,vermouth,vermouth,,,,twe_brands,
Express Rosso,express-rosso,express-rosso,vermouth,vermouth,,,,twe_brands,
Farmily,farmily,farmily,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Fernando de Castilla,fernando-de-castilla,fernando-de-castilla,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Fernet Vallet,fernet-vallet,fernet-vallet,vermouth,vermouth,,,,twe_brands,
Florita,florita,florita,vermouth,vermouth,,,,twe_brands,
Forest Spirits,forest-spirits,forest-spirits,vermouth,vermouth,,,,twe_brands,
Gancia,gancia,gancia,vermouth,vermouth,,,,twe_brands,
Gentiane De Lure,gentiane-de-lure,gentiane-de-lure,vermouth,vermouth,,,,twe_brands,
Gonzalez Byass,gonzalez-byass,gonzalez-byass,vermouth|wine,vermouth|wine,,,,twe_brands,
Jacopo Poli,jacopo-poli,jacopo-poli,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
Jean-Luc Pasquet,jean-luc-pasquet,jean-luc-pasquet,vermouth|cognac,vermouth|cognac,,,,twe_brands,
Junique,junique,junique,vermouth,vermouth,,,,twe_brands,
Karven,karven,karven,vermouth|gin,vermouth|gin,,,,twe_brands,
Kelley Fox,kelley-fox,kelley-fox,vermouth,vermouth,,,,twe_brands,
La Fuerza,la-fuerza,la-fuerza,vermouth,vermouth,,,,twe_brands,
La Quintinye,la-quintinye,la-quintinye,vermouth,vermouth,,,,twe_brands,
Levi,levi,levi,vermouth,vermouth,,,,twe_brands,
Levi Serafino,levi-serafino,levi-serafino,vermouth,vermouth,,,,twe_brands,
Lillet,lillet,lillet,vermouth|france,vermouth,France,,,alkohole_wikidata|twe_brands,
Lucano,lucano,lucano,vermouth,vermouth,,,,twe_brands,
Lustau,lustau,lustau,vermouth,vermouth,,,,twe_brands,
Luxardo,luxardo,luxardo,vermouth|liqueur|gin,vermouth|liqueur|gin,,,,twe_brands,
Mancino,mancino,mancino,vermouth,vermouth,,,,twe_brands,
Martini,martini,martini,vermouth|liqueur|aperitif|italy|alessandro-martini,vermouth|liqueur|aperitif,Italy,Alessandro Martini,,alkohole_wikidata|twe_brands,
Mattei,mattei,mattei,vermouth,vermouth,,,,twe_brands,
Melonade,melonade,melonade,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Midi,midi,midi,vermouth,vermouth,,,,twe_brands,
Mondino,mondino,mondino,vermouth,vermouth,,,,twe_brands,
Montenegro,montenegro,montenegro,vermouth,vermouth,,,,twe_brands,
Mousehall,mousehall,mousehall,vermouth|vodka|gin,vermouth|vodka|gin,,,,twe_brands,
Mulassano,mulassano,mulassano,vermouth,vermouth,,,,twe_brands,
Nardini,nardini,nardini,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
Neumeister,neumeister,neumeister,vermouth,vermouth,,,,twe_brands,
Noilly Prat,noilly-prat,noilly-prat,vermouth|france,vermouth,France,,,alkohole_wikidata|twe_brands,
Nonino,nonino,nonino,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Nunquam,nunquam,nunquam,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
Otto's,ottos,ottos,vermouth,vermouth,,,,twe_brands,
Pampelle,pampelle,pampelle,vermouth,vermouth,,,,twe_brands,
Pere Magloire,pere-magloire,pere-magloire,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Peychaud's,peychauds,peychauds,vermouth|bitters,vermouth|bitters,,,,twe_brands,
Picon,picon,picon,vermouth,vermouth,,,,twe_brands,
Pimm's,pimms,pimms,vermouth,vermouth,,,,alkohole_wikidata|twe_brands,
Pomelle,pomelle,pomelle,vermouth,vermouth,,,,twe_brands,
Punt e Mes,punt-e-mes,punt-e-mes,vermouth,vermouth,,,,twe_brands,
Quaglia,quaglia,quaglia,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
Quaglia Berto,quaglia-berto,quaglia-berto,vermouth,vermouth,,,,twe_brands,
Regal Rogue,regal-rogue,regal-rogue,vermouth,vermouth,,,,twe_brands,
Remi Landier,remi-landier,remi-landier,vermouth|cognac,vermouth|cognac,,,,twe_brands,
Rinomato,rinomato,rinomato,vermouth,vermouth,,,,twe_brands,
RinQuinQuin,rinquinquin,rinquinquin,vermouth,vermouth,,,,twe_brands,
Riot+Wilde,riot-wilde,riot-wilde,vermouth,vermouth,,,,twe_brands,
Sacred,sacred,sacred,vermouth|liqueur|vodka|gin|whisky,vermouth|liqueur|vodka|gin|whisky,,,,twe_brands,
Sagrado,sagrado,sagrado,vermouth,vermouth,,,,twe_brands,
Santoni,santoni,santoni,vermouth,vermouth,,,,twe_brands,
Sarti,sarti,sarti,vermouth|gin,vermouth|gin,,,,twe_brands,
Savoia,savoia,savoia,vermouth,vermouth,,,,twe_brands,
Scarpa,scarpa,scarpa,vermouth,vermouth,,,,twe_brands,
Select,select,select,vermouth|aperitif|italy,vermouth|aperitif,Italy,,,alkohole_wikidata|twe_brands,
Sipello,sipello,sipello,vermouth,vermouth,,,,twe_brands,
Sollasa,sollasa,sollasa,vermouth,vermouth,,,,twe_brands,
Somerset,somerset,somerset,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
Sommer,sommer,sommer,vermouth,vermouth,,,,twe_brands,
St Raphael,st-raphael,st-raphael,vermouth,vermouth,,,,twe_brands,
Stockholms Bränneri,stockholms-branneri,stockholms-branneri,vermouth,vermouth,,,,twe_brands,
Stork Club,stork-club,stork-club,vermouth|rum|whisky,vermouth|rum|whisky,,,,twe_brands,
Super Cattivo,super-cattivo,super-cattivo,vermouth,vermouth,,,,twe_brands,
Suze,suze,suze,vermouth|liqueur|switzerland,vermouth|liqueur,Switzerland,,,alkohole_wikidata|twe_brands,
Tempus Fugit,tempus-fugit,tempus-fugit,vermouth|liqueur|spirits,vermouth|liqueur|spirits,,,,twe_brands,
The Aperitivo Co,the-aperitivo-co,the-aperitivo-co,vermouth|liqueur,vermouth|liqueur,,,,twe_brands,
The London,the-london,the-london,vermouth,vermouth,,,,twe_brands,
Torres,torres,torres,vermouth|spirits,vermouth|spirits,,,,twe_brands,
Turin,turin,turin,vermouth,vermouth,,,,twe_brands,
Vault,vault,vault,vermouth,vermouth,,,,twe_brands,
Vecchio,vecchio,vecchio,vermouth,vermouth,,,,twe_brands,
Vreimuth,vreimuth,vreimuth,vermouth,vermouth,,,,twe_brands,
Vya,vya,vya,vermouth,vermouth,,,,twe_brands,
William Hinton,william-hinton,william-hinton,vermouth|rum,vermouth|rum,,,,twe_brands,
Zucca,zucca,zucca,vermouth,vermouth,,,,twe_brands,
Adam Elmegirab,adam-elmegirab,adam-elmegirab,bitters,bitters,,,,twe_brands,
Amargo Chuncho,amargo-chuncho,amargo-chuncho,bitters,bitters,,,,twe_brands,
Bitter Bastards,bitter-bastards,bitter-bastards,bitters,bitters,,,,twe_brands,
Bitter Queens,bitter-queens,bitter-queens,bitters,bitters,,,,twe_brands,
Bitter Truth,bitter-truth,bitter-truth,bitters|liqueur|gin,bitters|liqueur|gin,,,,twe_brands,
Bittermens,bittermens,bittermens,bitters|liqueur,bitters|liqueur,,,,twe_brands,
Bob's,bobs,bobs,bitters,bitters,,,,twe_brands,
Dale DeGroff,dale-degroff,dale-degroff,bitters,bitters,,,,twe_brands,
Dillon's,dillons,dillons,bitters,bitters,,,,twe_brands,
Droplets,droplets,droplets,bitters,bitters,,,,twe_brands,
Fee Brothers,fee-brothers,fee-brothers,bitters,bitters,,,,twe_brands,
Ferdinand's,ferdinands,ferdinands,bitters|liqueur,bitters|liqueur,,,,twe_brands,Ferdinands
Fortified London,fortified-london,fortified-london,bitters,bitters,,,,twe_brands,
Linden Leaf,linden-leaf,linden-leaf,bitters,bitters,,,,twe_brands,
Miracle Mile,miracle-mile,miracle-mile,bitters,bitters,,,,twe_brands,
Ms Better's,ms-betters,ms-betters,bitters,bitters,,,,twe_brands,
Off the Cuffee,off-the-cuffee,off-the-cuffee,bitters|spirits,bitters|spirits,,,,twe_brands,
Regans',regans,regans,bitters,bitters,,,,twe_brands,
Santa Bianca,santa-bianca,santa-bianca,bitters,bitters,,,,twe_brands,
Scrappy's,scrappys,scrappys,bitters,bitters,,,,twe_brands,
Seiers,seiers,seiers,bitters,bitters,,,,twe_brands,
The Japanese,the-japanese,the-japanese,bitters|liqueur,bitters|liqueur,,,,twe_brands,
Three Families,three-families,three-families,bitters,bitters,,,,twe_brands,
ABK6,abk6,abk6,liqueur|cognac,liqueur|cognac,,,,twe_brands,
Absente,absente,absente,liqueur,liqueur,,,,twe_brands,
Acqua Bianca,acqua-bianca,acqua-bianca,liqueur,liqueur,,,,twe_brands,
Adriatico,adriatico,adriatico,liqueur,liqueur,,,,twe_brands,
Agwa,agwa,agwa,liqueur,liqueur,,,,twe_brands,
Akashi-Tai,akashi-tai,akashi-tai,liqueur,liqueur,,,,twe_brands,
Algebra,algebra,algebra,liqueur,liqueur,,,,twe_brands,
Alma Finca,alma-finca,alma-finca,liqueur,liqueur,,,,twe_brands,
Aluna,aluna,aluna,liqueur|rum,liqueur|rum,,,,twe_brands,
Amargo,amargo,amargo,liqueur,liqueur,,,,twe_brands,
Amendoa Amarga Amerlinha,amendoa-amarga-amerlinha,amendoa-amarga-amerlinha,liqueur,liqueur,,,,twe_brands,
Archers,archers,archers,liqueur,liqueur,,,,twe_brands,
Arhumatic,arhumatic,arhumatic,liqueur,liqueur,,,,twe_brands,
Arran,arran,arran,liqueur|whisky,liqueur|whisky,,,,twe_brands,
Asbach,asbach,asbach,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Audemus,audemus,audemus,liqueur|gin,liqueur|gin,,,,twe_brands,
Axia,axia,axia,liqueur,liqueur,,,,twe_brands,
Baileys,baileys,baileys,liqueur,liqueur,,,,twe_brands,
Balcones,balcones,balcones,liqueur|whisky,liqueur|whisky,,,,twe_brands,
Bardinet,bardinet,bardinet,liqueur,liqueur,,,,twe_brands,
Berentzen,berentzen,berentzen,liqueur,liqueur,,,,twe_brands,
Bernal,bernal,bernal,liqueur,liqueur,,,,twe_brands,
Bernard,bernard,bernard,liqueur,liqueur,,,,twe_brands,
Bigallet,bigallet,bigallet,liqueur,liqueur,,,,twe_brands,
Bitter,bitter,bitter,liqueur,liqueur,,,,twe_brands,
Blend,blend,blend,liqueur,liqueur,,,,twe_brands,
Boatyard,boatyard,boatyard,liqueur|vodka|gin,liqueur|vodka|gin,,,,twe_brands,
Borghetti,borghetti,borghetti,liqueur,liqueur,,,,twe_brands,
Born Irish,born-irish,born-irish,liqueur,liqueur,,,,twe_brands,
Bounty,bounty,bounty,liqueur|rum,liqueur|rum,,,,twe_brands,
Bourg,bourg,bourg,liqueur,liqueur,,,,twe_brands,
Bouvery,bouvery,bouvery,liqueur,liqueur,,,,twe_brands,
Braastad,braastad,braastad,liqueur|cognac,liqueur|cognac,,,,alkohole_wikidata|twe_brands,
Brillet,brillet,brillet,liqueur,liqueur,,,,twe_brands,
Briottet,briottet,briottet,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Broken Bones,broken-bones,broken-bones,liqueur|gin,liqueur|gin,,,,twe_brands,
Brunette,brunette,brunette,liqueur,liqueur,,,,twe_brands,
Buffalo Trace,buffalo-trace,buffalo-trace,liqueur|whisky,liqueur|whisky,,,,twe_brands,
Bumbu,bumbu,bumbu,liqueur|rum,liqueur|rum,,,,twe_brands,
Burnt Faith,burnt-faith,burnt-faith,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Buton,buton,buton,liqueur|gin,liqueur|gin,,,,twe_brands,
Cadello 88,cadello-88,cadello-88,liqueur,liqueur,,,,twe_brands,
Cantine del Cardinale,cantine-del-cardinale,cantine-del-cardinale,liqueur,liqueur,,,,twe_brands,
Cardenal Mendoza,cardenal-mendoza,cardenal-mendoza,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Carlshamns,carlshamns,carlshamns,liqueur,liqueur,,,,twe_brands,
Cartron,cartron,cartron,liqueur,liqueur,,,,twe_brands,
Carvo,carvo,carvo,liqueur,liqueur,,,,twe_brands,
Casoni,casoni,casoni,liqueur,liqueur,,,,twe_brands,
Cazanove,cazanove,cazanove,liqueur,liqueur,,,,twe_brands,
Chamarel,chamarel,chamarel,liqueur|rum,liqueur|rum,,,,twe_brands,
Chinola,chinola,chinola,liqueur,liqueur,,,,twe_brands,
Choya,choya,choya,liqueur,liqueur,,,,twe_brands,
Clase Azul,clase-azul,clase-azul,liqueur|tequila,liqueur|tequila,,,,twe_brands,
Clement,clement,clement,liqueur|rum,liqueur|rum,,,,twe_brands,
Clyde May's,clyde-mays,clyde-mays,liqueur|whisky,liqueur|whisky,,,,twe_brands,
Combier,combier,combier,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Conker,conker,conker,liqueur|gin,liqueur|gin,,,,twe_brands,
Coole Swan,coole-swan,coole-swan,liqueur,liqueur,,,,twe_brands,
Costieragrumi,costieragrumi,costieragrumi,liqueur,liqueur,,,,twe_brands,
Cotswolds,cotswolds,cotswolds,liqueur|gin|whisky,liqueur|gin|whisky,,,,twe_brands,
Cristinalda,cristinalda,cristinalda,liqueur,liqueur,,,,twe_brands,
Cusenier,cusenier,cusenier,liqueur,liqueur,,,,twe_brands,
Da Mhile,da-mhile,da-mhile,liqueur,liqueur,,,,twe_brands,
D'Aristi,daristi,daristi,liqueur,liqueur,,,,twe_brands,
Dark Matter,dark-matter,dark-matter,liqueur,liqueur,,,,twe_brands,
De Kuyper,de-kuyper,de-kuyper|dekuyper|dekuyper-royal-distillers|dekuyper-royal|koninklijke-de-kuyper,liqueur,liqueur,,,,alkohole_wikidata|twe_brands,DeKuyper
Deadhead,deadhead,deadhead,liqueur|rum,liqueur|rum,,,,twe_brands,
Devil's Botany,devils-botany,devils-botany,liqueur|spirits,liqueur|spirits,,,,twe_brands,
Dirty Cow,dirty-cow,dirty-cow,liqueur,liqueur,,,,twe_brands,
Dorda,dorda,dorda,liqueur,liqueur,,,,twe_brands,
Dr. Hostetter's,dr-hostetters,dr-hostetters,liqueur,liqueur,,,,twe_brands,
